scene_num,gloss_cat,specular_magnitude,specular_concentration,bump_height,albedo_r,albedo_g,albedo_b,camera_x,camera_z,rot_camera,skybox
scene005113,1,0.423,0.866,044.88,0.543,0.306,0.578,-05.76,-005.3,088.2,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005114,0,0.113,0.243,016.53,0.481,0.598,0.680,00.06,-003.9,-058.0,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005115,1,0.397,0.789,058.26,0.372,0.324,0.446,05.67,-008.3,002.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005116,1,0.333,0.822,037.03,0.630,0.678,0.367,06.81,-000.7,115.1,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005117,1,0.338,0.804,053.71,0.492,0.563,0.594,-07.50,-008.8,-050.7,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005118,1,0.386,0.791,028.21,0.336,0.539,0.585,00.95,-007.7,-138.0,UniteWhiteBalanced (UnityEngine.Material)
scene005119,1,0.336,0.820,040.93,0.308,0.515,0.598,09.14,001.2,-104.3,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005120,1,0.438,0.764,025.80,0.661,0.435,0.688,-08.16,006.3,001.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005121,0,0.195,0.395,068.61,0.619,0.572,0.326,01.82,-008.0,118.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005122,1,0.403,0.924,056.74,0.461,0.507,0.606,-05.26,008.5,135.6,GareoultWhiteBalanced (UnityEngine.Material)
scene005123,1,0.406,0.787,046.94,0.694,0.497,0.499,-08.20,-008.3,093.5,GareoultWhiteBalanced (UnityEngine.Material)
scene005124,0,0.223,0.364,037.55,0.351,0.345,0.513,03.38,-003.7,003.7,UniteWhiteBalanced (UnityEngine.Material)
scene005125,0,0.289,0.318,034.64,0.463,0.509,0.535,-00.72,-004.9,-142.8,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005126,0,0.167,0.307,026.20,0.595,0.405,0.530,-00.85,005.3,-165.0,GareoultWhiteBalanced (UnityEngine.Material)
scene005127,0,0.155,0.294,020.36,0.697,0.597,0.328,04.86,000.3,125.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005128,0,0.195,0.215,094.24,0.346,0.507,0.511,05.29,-000.5,-049.8,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005129,1,0.407,0.812,087.20,0.696,0.497,0.533,05.02,006.0,-078.6,GareoultWhiteBalanced (UnityEngine.Material)
scene005130,0,0.274,0.230,080.64,0.440,0.443,0.408,06.54,005.0,-118.2,UniteWhiteBalanced (UnityEngine.Material)
scene005131,0,0.185,0.266,056.29,0.497,0.333,0.452,03.07,-005.0,-006.0,GareoultWhiteBalanced (UnityEngine.Material)
scene005132,0,0.209,0.237,057.59,0.553,0.366,0.648,08.04,001.7,083.2,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005133,1,0.306,0.856,017.91,0.604,0.567,0.618,09.54,008.4,-126.2,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005134,0,0.292,0.360,017.77,0.507,0.310,0.474,07.81,-005.4,-176.8,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005135,1,0.410,0.914,080.02,0.486,0.341,0.363,03.86,008.4,-090.4,GareoultWhiteBalanced (UnityEngine.Material)
scene005136,0,0.234,0.239,047.53,0.546,0.657,0.343,04.19,001.3,-137.1,GareoultWhiteBalanced (UnityEngine.Material)
scene005137,1,0.369,0.931,019.10,0.315,0.324,0.463,04.91,007.3,082.8,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005138,0,0.186,0.282,058.88,0.345,0.540,0.649,05.43,007.5,115.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005139,0,0.207,0.227,053.11,0.693,0.452,0.534,-06.97,009.3,043.8,UniteWhiteBalanced (UnityEngine.Material)
scene005140,0,0.121,0.260,029.33,0.417,0.427,0.347,-04.35,-001.6,-118.6,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005141,1,0.323,0.821,088.55,0.664,0.302,0.614,-09.90,006.0,092.3,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005142,1,0.328,0.788,083.28,0.585,0.698,0.314,02.04,000.6,129.8,UniteWhiteBalanced (UnityEngine.Material)
scene005143,0,0.277,0.334,022.61,0.593,0.437,0.327,00.30,-003.7,-176.5,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005144,0,0.195,0.293,006.22,0.556,0.684,0.445,-06.34,-009.1,-158.9,GareoultWhiteBalanced (UnityEngine.Material)
scene005145,1,0.317,0.913,058.88,0.551,0.674,0.594,-07.19,-002.7,098.4,GareoultWhiteBalanced (UnityEngine.Material)
scene005146,0,0.293,0.270,003.89,0.438,0.478,0.611,01.68,004.2,030.7,GareoultWhiteBalanced (UnityEngine.Material)
scene005147,1,0.465,0.847,059.82,0.540,0.383,0.525,-04.26,-007.9,-076.3,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005148,1,0.476,0.843,054.65,0.344,0.676,0.395,-00.05,008.8,-082.6,UniteWhiteBalanced (UnityEngine.Material)
scene005149,0,0.229,0.222,053.41,0.606,0.532,0.384,06.84,001.3,163.8,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005150,0,0.282,0.235,055.14,0.571,0.450,0.314,09.78,001.7,058.1,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005151,0,0.268,0.339,055.72,0.300,0.382,0.614,-07.97,003.1,-127.7,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005152,1,0.361,0.853,014.59,0.696,0.406,0.511,-02.52,004.1,047.9,GareoultWhiteBalanced (UnityEngine.Material)
scene005153,0,0.198,0.237,081.13,0.628,0.555,0.589,-04.44,008.4,-160.8,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005154,0,0.269,0.284,023.06,0.373,0.688,0.386,-01.42,009.2,043.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005155,0,0.140,0.263,085.55,0.409,0.527,0.681,09.68,-002.0,147.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005156,0,0.251,0.373,051.09,0.327,0.612,0.435,05.54,007.0,-034.6,GareoultWhiteBalanced (UnityEngine.Material)
scene005157,0,0.258,0.360,033.64,0.605,0.444,0.632,-09.33,-005.2,-150.1,UniteWhiteBalanced (UnityEngine.Material)
scene005158,0,0.188,0.252,065.04,0.386,0.520,0.417,01.19,-009.8,-001.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005159,0,0.266,0.337,068.96,0.480,0.398,0.338,03.60,001.1,055.9,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005160,0,0.288,0.225,041.39,0.395,0.581,0.692,-03.63,007.0,-061.5,GareoultWhiteBalanced (UnityEngine.Material)
scene005161,0,0.269,0.233,096.57,0.344,0.597,0.597,04.59,000.0,-099.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005162,1,0.368,0.830,010.25,0.583,0.400,0.541,-05.20,005.0,116.8,UniteWhiteBalanced (UnityEngine.Material)
scene005163,1,0.302,0.922,060.04,0.692,0.408,0.323,00.86,-008.3,145.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005164,1,0.307,0.809,011.08,0.647,0.561,0.428,08.12,003.8,-018.5,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005165,0,0.133,0.383,010.23,0.307,0.493,0.557,-02.84,000.4,-010.5,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005166,1,0.403,0.933,016.50,0.574,0.432,0.465,-03.01,-001.7,-058.2,GareoultWhiteBalanced (UnityEngine.Material)
scene005167,1,0.379,0.859,079.67,0.542,0.561,0.697,-09.01,-002.5,-061.3,UniteWhiteBalanced (UnityEngine.Material)
scene005168,1,0.368,0.838,084.63,0.339,0.318,0.597,00.23,-008.9,-151.6,UniteWhiteBalanced (UnityEngine.Material)
scene005169,0,0.263,0.359,098.82,0.606,0.306,0.430,-09.86,-007.7,-052.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005170,0,0.172,0.385,040.91,0.456,0.309,0.523,-07.02,-008.7,-036.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005171,0,0.158,0.230,075.47,0.628,0.346,0.676,-00.36,-004.8,113.0,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005172,1,0.392,0.813,033.96,0.399,0.628,0.670,08.44,006.1,-008.9,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005173,1,0.329,0.893,090.16,0.496,0.404,0.452,00.90,000.8,-054.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005174,1,0.307,0.812,008.10,0.658,0.477,0.495,-01.05,-007.5,176.1,GareoultWhiteBalanced (UnityEngine.Material)
scene005175,0,0.267,0.230,054.77,0.401,0.330,0.345,09.44,-007.8,121.1,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005176,1,0.344,0.883,088.16,0.567,0.618,0.327,-04.59,-006.9,-061.7,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005177,0,0.221,0.260,015.65,0.428,0.646,0.365,-00.43,003.5,111.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005178,0,0.282,0.351,051.02,0.444,0.359,0.605,05.08,006.4,-155.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005179,0,0.294,0.372,080.79,0.581,0.637,0.449,03.73,-009.2,-152.1,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005180,0,0.272,0.259,053.54,0.433,0.460,0.445,02.07,-003.7,-021.1,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005181,1,0.474,0.900,051.46,0.688,0.608,0.470,-02.99,-009.9,137.7,GareoultWhiteBalanced (UnityEngine.Material)
scene005182,0,0.177,0.230,015.87,0.492,0.501,0.403,-08.36,002.4,101.0,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005183,1,0.440,0.859,045.66,0.324,0.334,0.539,03.14,002.3,-057.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005184,1,0.433,0.812,057.59,0.532,0.384,0.481,00.56,-002.8,-038.5,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005185,1,0.390,0.915,047.84,0.457,0.617,0.560,-09.74,006.6,076.9,UniteWhiteBalanced (UnityEngine.Material)
scene005186,1,0.407,0.939,031.50,0.638,0.693,0.605,09.23,000.4,047.2,UniteWhiteBalanced (UnityEngine.Material)
scene005187,1,0.305,0.912,035.02,0.601,0.399,0.679,03.23,-007.4,-068.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005188,1,0.465,0.831,070.39,0.364,0.664,0.585,-06.31,008.1,-111.0,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005189,0,0.112,0.304,011.01,0.631,0.468,0.441,00.15,003.9,-160.6,UniteWhiteBalanced (UnityEngine.Material)
scene005190,0,0.250,0.261,077.49,0.599,0.494,0.618,-01.37,-002.6,-112.7,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005191,0,0.287,0.336,074.04,0.600,0.475,0.582,03.38,003.9,108.3,UniteWhiteBalanced (UnityEngine.Material)
scene005192,0,0.223,0.221,006.57,0.414,0.426,0.670,-08.22,-001.1,-115.2,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005193,0,0.115,0.299,024.50,0.631,0.379,0.357,02.62,009.6,161.1,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005194,0,0.214,0.366,085.02,0.531,0.366,0.371,07.05,-009.0,063.1,UniteWhiteBalanced (UnityEngine.Material)
scene005195,0,0.198,0.380,007.82,0.517,0.414,0.547,01.45,006.4,-134.3,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005196,0,0.169,0.378,038.10,0.618,0.585,0.353,-07.81,002.6,-051.8,GareoultWhiteBalanced (UnityEngine.Material)
scene005197,1,0.392,0.888,045.36,0.580,0.404,0.691,03.41,-000.1,053.2,GareoultWhiteBalanced (UnityEngine.Material)
scene005198,0,0.199,0.263,027.24,0.416,0.344,0.326,-00.49,002.2,044.3,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005199,0,0.233,0.341,086.62,0.451,0.414,0.352,-05.79,005.7,-016.9,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005200,1,0.446,0.753,063.47,0.463,0.656,0.336,-09.23,000.8,-057.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005201,1,0.415,0.866,036.93,0.371,0.410,0.508,-02.75,-006.4,162.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005202,0,0.136,0.249,087.25,0.384,0.358,0.631,01.22,-006.3,-000.5,GareoultWhiteBalanced (UnityEngine.Material)
scene005203,1,0.437,0.880,042.44,0.622,0.364,0.368,-01.72,-000.6,-077.0,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005204,0,0.268,0.278,078.32,0.401,0.367,0.454,-00.16,005.8,-078.1,UniteWhiteBalanced (UnityEngine.Material)
scene005205,0,0.191,0.321,051.02,0.402,0.558,0.650,-01.97,-007.0,075.4,GareoultWhiteBalanced (UnityEngine.Material)
scene005206,1,0.405,0.807,070.16,0.335,0.656,0.438,01.32,-003.7,-167.1,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005207,1,0.316,0.917,062.73,0.643,0.354,0.515,-09.38,007.9,-093.0,GareoultWhiteBalanced (UnityEngine.Material)
scene005208,1,0.444,0.864,041.07,0.444,0.414,0.414,08.97,-009.1,127.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005209,0,0.159,0.358,006.60,0.374,0.626,0.446,-06.11,-003.6,115.1,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005210,0,0.220,0.354,063.07,0.300,0.394,0.424,-01.57,006.3,-020.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005211,1,0.435,0.854,066.28,0.635,0.489,0.346,07.24,008.7,122.7,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005212,0,0.135,0.256,031.88,0.350,0.560,0.448,-08.97,-000.6,131.5,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005213,1,0.456,0.763,008.89,0.387,0.587,0.529,03.81,004.0,132.4,UniteWhiteBalanced (UnityEngine.Material)
scene005214,1,0.373,0.905,005.29,0.622,0.651,0.379,05.02,-003.2,-075.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005215,0,0.174,0.357,080.47,0.650,0.400,0.528,08.73,006.6,119.3,UniteWhiteBalanced (UnityEngine.Material)
scene005216,0,0.172,0.251,053.26,0.656,0.459,0.481,03.67,003.3,-056.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005217,0,0.240,0.216,093.10,0.366,0.462,0.338,04.81,006.2,073.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005218,0,0.128,0.256,071.36,0.682,0.673,0.319,00.18,008.4,066.2,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005219,0,0.198,0.309,059.52,0.545,0.620,0.657,-08.04,-000.5,-031.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005220,0,0.204,0.381,018.37,0.351,0.678,0.530,-03.33,008.3,-007.3,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005221,0,0.113,0.288,072.38,0.476,0.694,0.524,00.59,001.0,144.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005222,1,0.374,0.904,031.61,0.598,0.685,0.568,04.10,003.5,-007.5,GareoultWhiteBalanced (UnityEngine.Material)
scene005223,0,0.179,0.271,025.22,0.349,0.668,0.403,-04.26,-004.1,-171.2,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005224,0,0.254,0.221,056.28,0.336,0.565,0.419,01.54,008.8,-014.0,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005225,1,0.303,0.914,088.71,0.340,0.607,0.523,01.71,-002.6,106.5,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005226,1,0.417,0.910,071.66,0.690,0.616,0.569,09.62,004.5,-085.9,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005227,0,0.201,0.298,095.88,0.626,0.582,0.577,02.62,002.3,-061.2,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005228,1,0.428,0.771,010.37,0.427,0.635,0.432,-07.41,-009.8,-044.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005229,1,0.353,0.865,043.31,0.410,0.514,0.388,04.15,003.2,130.6,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005230,1,0.318,0.890,035.26,0.561,0.414,0.349,01.02,002.1,104.5,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005231,1,0.427,0.807,003.06,0.404,0.594,0.450,-06.58,-001.0,103.0,UniteWhiteBalanced (UnityEngine.Material)
scene005232,0,0.225,0.239,069.29,0.538,0.651,0.518,-03.88,-004.8,173.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005233,1,0.321,0.789,010.64,0.621,0.699,0.354,04.85,010.0,054.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005234,1,0.462,0.949,082.20,0.410,0.614,0.574,-07.46,-000.8,-049.8,GareoultWhiteBalanced (UnityEngine.Material)
scene005235,1,0.330,0.885,046.38,0.341,0.379,0.495,06.48,007.1,-021.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005236,0,0.117,0.264,008.39,0.537,0.459,0.568,01.96,002.4,147.1,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005237,1,0.400,0.935,028.56,0.349,0.697,0.323,-06.66,-003.2,-151.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005238,1,0.378,0.942,055.40,0.572,0.377,0.633,09.81,000.6,-038.1,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005239,1,0.359,0.908,023.26,0.363,0.584,0.359,06.01,004.0,-127.7,GareoultWhiteBalanced (UnityEngine.Material)
scene005240,0,0.119,0.214,046.11,0.505,0.542,0.349,07.43,-004.3,-084.6,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005241,1,0.474,0.829,076.83,0.413,0.468,0.517,-02.91,004.5,-145.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005242,1,0.489,0.779,014.43,0.358,0.569,0.431,01.86,002.1,178.0,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005243,1,0.477,0.867,041.37,0.386,0.694,0.472,-09.62,-002.7,-006.9,GareoultWhiteBalanced (UnityEngine.Material)
scene005244,0,0.281,0.338,034.68,0.355,0.549,0.331,-00.21,006.7,025.2,GareoultWhiteBalanced (UnityEngine.Material)
scene005245,0,0.249,0.292,089.56,0.478,0.480,0.444,00.14,005.5,-076.9,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005246,0,0.246,0.278,003.11,0.438,0.656,0.612,00.37,007.4,099.6,GareoultWhiteBalanced (UnityEngine.Material)
scene005247,1,0.464,0.876,003.44,0.362,0.410,0.394,-09.32,-006.0,013.3,GareoultWhiteBalanced (UnityEngine.Material)
scene005248,1,0.352,0.850,069.97,0.309,0.608,0.608,-01.13,-003.9,117.7,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005249,1,0.436,0.817,029.96,0.600,0.576,0.681,00.11,-002.8,082.1,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005250,0,0.262,0.224,027.91,0.496,0.348,0.345,-01.56,005.1,161.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005251,0,0.158,0.281,039.98,0.543,0.523,0.644,03.94,006.3,164.5,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005252,1,0.360,0.827,014.91,0.478,0.681,0.367,-00.89,007.6,-148.3,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005253,0,0.251,0.348,059.17,0.602,0.486,0.577,-07.61,-002.9,-035.3,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005254,0,0.167,0.205,037.06,0.486,0.625,0.555,-02.27,-009.1,-113.0,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005255,0,0.150,0.348,060.03,0.421,0.554,0.334,-00.67,009.6,059.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005256,1,0.441,0.933,007.41,0.370,0.356,0.524,-01.15,-003.0,-125.0,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005257,1,0.362,0.778,004.03,0.473,0.397,0.582,-00.89,003.5,074.8,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005258,1,0.415,0.913,090.80,0.524,0.650,0.582,-09.39,-007.6,011.8,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005259,1,0.401,0.939,088.53,0.342,0.504,0.567,04.90,004.6,110.1,UniteWhiteBalanced (UnityEngine.Material)
scene005260,1,0.328,0.946,028.28,0.572,0.665,0.564,-01.28,009.8,-172.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005261,1,0.394,0.877,073.87,0.336,0.354,0.607,04.76,-007.2,038.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005262,0,0.137,0.308,041.49,0.313,0.524,0.398,-07.79,-003.6,054.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005263,1,0.303,0.852,014.64,0.406,0.675,0.316,-04.57,-001.6,116.9,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005264,1,0.371,0.928,056.83,0.540,0.648,0.609,-08.53,-003.7,-072.9,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005265,0,0.276,0.393,057.35,0.393,0.660,0.595,07.26,006.0,102.8,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005266,0,0.185,0.260,027.74,0.562,0.437,0.579,-05.39,004.7,157.8,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005267,0,0.156,0.278,053.44,0.435,0.349,0.340,03.05,-010.0,071.6,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005268,0,0.208,0.267,050.60,0.371,0.471,0.355,06.68,-000.2,-151.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005269,0,0.282,0.301,099.89,0.696,0.416,0.469,-06.42,009.4,120.2,UniteWhiteBalanced (UnityEngine.Material)
scene005270,1,0.350,0.826,011.23,0.626,0.622,0.479,04.50,-004.1,155.4,GareoultWhiteBalanced (UnityEngine.Material)
scene005271,1,0.320,0.769,030.65,0.590,0.385,0.376,08.36,009.2,-098.4,GareoultWhiteBalanced (UnityEngine.Material)
scene005272,1,0.440,0.929,028.70,0.395,0.329,0.545,-04.51,000.6,-068.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005273,1,0.353,0.774,050.54,0.325,0.307,0.522,-00.41,008.1,165.0,UniteWhiteBalanced (UnityEngine.Material)
scene005274,1,0.475,0.932,019.70,0.480,0.326,0.481,05.89,003.9,095.8,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005275,0,0.187,0.297,037.56,0.383,0.697,0.484,-07.53,-000.1,144.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene005276,1,0.331,0.812,076.55,0.479,0.531,0.472,00.68,000.2,002.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005277,0,0.299,0.261,050.50,0.570,0.655,0.460,00.85,-001.1,-079.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005278,0,0.239,0.277,087.95,0.464,0.356,0.404,-01.72,-009.1,036.3,UniteWhiteBalanced (UnityEngine.Material)
scene005279,1,0.435,0.940,003.70,0.686,0.506,0.463,02.14,-008.3,-150.9,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005280,1,0.394,0.897,038.20,0.406,0.699,0.406,-04.36,002.9,-072.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005281,1,0.460,0.835,036.86,0.374,0.614,0.486,-05.97,-009.4,-116.8,GareoultWhiteBalanced (UnityEngine.Material)
scene005282,0,0.155,0.327,046.13,0.540,0.403,0.487,00.63,005.8,079.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005283,1,0.320,0.928,090.25,0.597,0.684,0.579,-08.67,000.6,123.0,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene005284,1,0.496,0.869,042.54,0.589,0.572,0.416,-01.97,009.3,034.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005285,0,0.101,0.236,053.34,0.680,0.523,0.485,-02.80,-004.3,-092.8,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005286,1,0.383,0.772,051.43,0.400,0.631,0.494,02.77,-001.5,041.7,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005287,1,0.368,0.821,061.02,0.542,0.496,0.693,02.02,009.9,-060.0,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005288,0,0.253,0.361,030.48,0.556,0.349,0.560,04.25,-003.1,-157.2,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005289,1,0.491,0.864,094.19,0.470,0.379,0.367,02.36,008.0,042.6,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005290,1,0.494,0.821,050.61,0.538,0.541,0.315,05.43,-000.2,136.3,UniteWhiteBalanced (UnityEngine.Material)
scene005291,0,0.237,0.236,065.59,0.346,0.352,0.407,08.11,-003.3,084.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005292,0,0.246,0.244,003.92,0.694,0.649,0.653,-01.43,000.1,117.6,MuirWoodWhiteBalanced (UnityEngine.Material)
scene005293,1,0.499,0.802,007.96,0.392,0.440,0.557,06.91,002.4,027.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene005294,1,0.498,0.784,068.81,0.302,0.387,0.327,-08.90,003.9,105.8,GareoultWhiteBalanced (UnityEngine.Material)
